№,ФИО,Компетенция,"Баллы, ед.","Баллы, %",Баллы по ключевым навыкам,A - Загрузка предобработка и подготовка данных,Максимальное значение,Результат,Загрузка данных,Конкурсант не загрузил отчет или больше 5 минут задержка,Загружены все табличные данные,Исключена техническая информация из табличных данных,Загружены все аудиофайлы,Все аудиофайлы обработаны в виде числовых векторов,Создан код и алгоритм для обработки видео и получения векторов температуры,Обработаны все видеофайлы,Код загрузки всех данных представлен,Подготовка и очистка данных,Выполнена проверка и очистка данных от выбросов,Проверены и обработаны удалены или заполнены пустые значения,Проверены и обработаны аномалии данные не соответствующие типу столбца,"Верно определены переменные, которые входят в эксперимент",Собраны наборы данных для каждого эксперимента,Разработан алгоритм определения длительности экспериментов по току,Разработан алгоритм определения длительности экспериментов по акустике,Разработан алгоритм определения длительности экспериментов по видео,Данные приведены к одной частоте дискретизации 1 с,Построены взаимно-корреляционные функции,Данные синхронизированы,Собран итоговый набор данных,Дополнительный анализ файлов,Верно определены все расшифровки для файлов,Верно определены все номера экспериментов для файлов,Подготовка отчета,Отчет представлен в требуемом формате,Внешний вид отчета,B - Фильтрация и анализ данных,Максимальное значение.1,Результат.1,Первичный анализ данных,Конкурсант не загрузил отчет или больше 5 минут задержка.1,Таблица содержит минимальное значение,Таблица содержит максимальное значение,Таблица содержит среднеквадратичное отклонение,Таблица содержит медианное значение,Таблица содержит среднее значение,Таблица содержит значения по квартилям,Проведена визуализация данных по каждому эксперименту не менее чем тремя методами визуализации,Сделан вывод по визуализации данных,Дополнительный первичный анализ данных,Верно определено минимальное значение,Верно определено максимальное значение,Верно определено среднеквадратичное отклонение,Верно опредлено медианное значение,Верно определено среднее значение,Верно определено значение по квартилю Q1 25,Верно определено значение по квартилю Q2 75,Сглаживание данных,Верно подобран и аргументирован алгоритм сглаживания данных,Выполнено сравнение не менее трех алгоритмов сглаживания,Выполнено сглаживание данных выбранным методом,Фильтрация данных,Верно подобран и аргументирован метод фильтрации сигналов,С помощью метода фильтрации убраны шумы и выделен полезный сигнал,Спектральный анализ данных,Построены спектры сигналов для каждой секунды данных экспериментов,Выполнен анализ информативных частот для каждого спектра,Отобраны информативные частоты по каждому спектру,Создание итогового набора,Рассчитана потребляемая мощность посекундно,Представлена температура теплоносителя посекундно,Представлены информативные частоты акустических сигналов,Представлены информативные характеристики параметров тока и напряжения,Подготовка отчета.1,Отчет представлен в требуемом формате.1,Внешний вид отчета.1,C - Проведение кластерного анализа и выявление зависимостей в данных,Максимальное значение.2,Результат.2,Выбор переменных для построения модели,Конкурсант не загрузил отчет или больше 5 минут задержка.2,"Построены и проанализированы корреляционные матрицы и признаки, сделаны выводы о высоких корреляциях переменных",Выполнен подбор переменных с помощью корреляционных матриц,Выполнен подбор переменных с помощью других методов подбора кроме корреляционных матриц,Подготовлен датасет с наиболее коррелирующими переменными,Выбор переменных аргументирован,Дополнительный корреляционный анализ,Верно определено значение коэффициента корреляции Пирсона между данными по температуре и влажности,Верно определено значение коэффициента корреляции Пирсона между данными по температуре и давления,Верно определено значение коэффициента корреляции Пирсона между данными по температуре и углекислого газа,Верно определено значение коэффициента корреляции Пирсона между данными по температуре и скорости ветра,Поиск режимов кипения,Описана в текстовом виде логика выбора алгоритмов кластерного анализа,Проанализировано 3 или более методов кластеризации,Выполнена оценка точности работы рассматриваемых методов,Использованы метрики для оценки точности кластеризации,Разработан алгоритм определения режимов кипения,Проведение дополнительного кластерного анализа,Верно определено количество кластеров,"Верно определен класс кластер, к которому относятся данные",Классификация режимов кипения,Подготовка данных для классификации,Выполнена классификация данных,Прогнозирующая модель имеет точность более 60.,Прогнозирующая модель имеет точность более 70.,Прогнозирующая модель имеет точность более 80.,Прогнозирующая модель имеет точность более 90.,F1-score используется для оценки точности,Подготовка отчета.2,Отчет представлен в требуемом формате.2,Внешний вид отчета.2,D - Разработка математических моделей,Максимальное значение.3,Результат.3,Подготовка финальной выборки для обучения,Конкурсант не загрузил отчет или больше 5 минут задержка.3,"Выборка разделена на обучающую, тестовую и проверочную проверочная - 10",Генерация новых переменных на основе имеющихся,Произведен анализ сгенерированных переменных,Выбор и настройка параметров модели регрессии для прогнозирования температуры,Модель построена по акустическим данным,Модель построена по данным тока и напряжения,"Модель построена по данным тока, напряжения и акустике",Выполнено сравнение и выбрана лучшая модель с помощью метрики MAPE и R-square,Выполнена оценка точности рассматриваемого метода на обучающей и тестовой выборке,Были проанализированы параметры модели и выбраны их оптимальные значения.,Выбранная модель обучена и протестирована,После подбора гиперпараметров точность модели была увеличена,Подбор гиперпараметров обоснован,Выбор и настройка параметров модели регрессии для прогнозирования момента времени отключения установки от акустики,Модель построена по акустическим данным.1,Модель построена по данным тока и напряжения.1,"Модель построена по данным тока, напряжения и акустике.1",Выполнено сравнение и выбрана лучшая модель с помощью метрики MAPE и R-square.1,Выполнена оценка точности рассматриваемого метода на обучающей и тестовой выборке с помощью метрики MAPE,Были проанализированы параметры модели и выбраны их оптимальные значения..1,Выбранная модель обучена и протестирована.1,После подбора гиперпараметров точность модели была увеличена.1,Подбор гиперпараметров обоснован.1,Выбор и настройка параметров модели регрессии для прогнозирования количества энергии которое потратится на нагревание теплоносителя,Модель построена по акустическим данным.2,Модель построена по данным тока и напряжения.2,"Модель построена по данным тока, напряжения и акустике.2",Выполнено сравнение и выбрана лучшая модель с помощью метрики MAPE и R-square.2,Выполнена оценка точности рассматриваемого метода на обучающей и тестовой выборке с помощью метрики MAPE.1,Были проанализированы параметры модели и выбраны их оптимальные значения..2,Выбранная модель обучена и протестирована.2,После подбора гиперпараметров точность модели была увеличена.2,Подбор гиперпараметров обоснован.2,Дополнительная регрессия,Верно определено количество информативных признаков в данных,Верно определены значения точек с помощью модели линейной регрессии,Подготовка отчета.3,Отчет представлен в требуемом формате.3,Внешний вид отчета.3,E - Разработка прикладного решения,Максимальное значение.4,Результат.4,Разработка интерфейса,Конкурсант не загрузил отчет или больше 5 минут задержка.4,Разработан интерфейс,Реализован ввод данных,Реализован вывод графика температуры с помощью прогноза модели,Реализован вывод времени отключения установки с помощью прогноза модели,Реализован вывод количества энергии которое потратится на нагревание теплоносителя с помощью прогноза модели,Реализован вывод режима кипения с помощью прогноза модели,Реализована функция записи акустического сигнала,Реализована чувствительность к дополнительным параметрам по току и напряжению,Реализована индикации о времени отключения установки за 60 секунд,Реализована функция переобучаемости и адаптации к объекту контроля,Реализован вывод уверенности модели,Подготовлена инструкция,Точность прогноза для каждой из моделей составляет более 70 на тестовой выборке по метрике MAPE,Точность прогноза для каждой из моделей составляет более 80 на тестовой выборке по метрике MAPE,Точность прогноза для моделей составляет более 90 на тестовой выборке по метрике MAPE,Интерфейс удобен для оператора,Подготовка отчета.4,Отчет представлен в требуемом формате.4,Внешний вид отчета.4,F - Документирование,Максимальное значение.5,Результат.5,Презентация результатов работы,Конкурсант не загрузил отчет или больше 5 минут задержка.5,Есть файл с презентацией,Выполнены требования к дизайну и эргономике.,Доклад по презентации был продолжительностью менее 5 минут,В презентации пристутствуют перспективы улучшения модели и дальнейшего использования результатов в промышленности,Презентация выполнена профессионально,Финальная оценка точности на приватной выборке,Модель для прогноза температуры имеет наилучшую точность по метрике MAPE,Модель для прогноза времени отключения имеет наилучшую точность по метрике MAPE,Модель для прогноза количества энергии на нагрев теплоносителя имеет наилучшую точность по метрике MAPE,Модель для прогноза режима кипения имеет наилучшую точность по метрике F1-score
1,ФИО_76,Машинное обучение и большие данные,100,"49,86","49,86",,12,"5,02",,,"0,5","0,5","0,5","0,5",1,"0,5","0,5",,"0,25",0,0,0,"0,1",0,0,0,0,0,0,0,0,0,0,,"0,5","0,17",,13,"6,77",,,"0,2","0,2","0,2","0,2","0,2","0,1",2,0,,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,0,0,,1,1,0,1,,"0,5","0,17",,15,"9,96",,,"0,5","0,5","0,5","0,5","0,17",,0,0,0,0,,0,"1,5",1,0,1,,0,0,,"0,5","0,5","0,5","0,5","0,5","0,5","0,5",,"0,5","0,29",,25,"12,33",,,0,"0,5",0,,1,1,1,1,1,0,0,0,0,,1,1,1,0,0,0,"0,5",0,0,,1,0,1,0,0,0,0,0,0,,1,,,0,"0,33",,20,"10,89",,,"1,5",1,1,0,0,0,0,"1,5",0,0,0,"1,5",1,1,1,"0,67",,"0,5","0,22",,15,"4,89",,,1,0,"1,5","1,5","0,89",0,0,0,0,0
2,ФИО_84,Машинное обучение и большие данные,100,"65,42","65,42",,12,"5,82",,,"0,5","0,5","0,5","0,5",1,"0,5","0,5",,"0,25","0,25",0,0,"0,1",0,0,0,"0,5",0,0,0,0,0,0,,"0,5","0,22",,13,"8,88",,,"0,2","0,2","0,2","0,2","0,2","0,1",2,0,,0,0,0,0,0,0,0,,0,0,"0,5",,0,0,,"0,5",0,0,,1,1,1,1,,"0,5","0,28",,15,"11,88",,,"0,5","0,5","0,5","0,5","0,44",,0,0,0,0,,"0,5","1,5",1,1,1,,0,0,,"0,5","0,5","0,5","0,5","0,5","0,5","0,5",,"0,5","0,44",,25,"17,45",,,"0,5","0,5","0,22",,1,1,1,1,1,0,0,0,"0,06",,1,1,1,"0,5","0,5","0,5","0,5",0,"0,17",,1,1,1,"0,5","0,5",0,0,0,"0,06",,1,,,"0,5","0,44",,20,"16,72",,,"1,5",1,1,1,0,1,1,"1,5",1,"1,5",0,"1,5",1,1,1,1,,"0,5","0,22",,15,"4,67",,,1,0,"1,5","1,5","0,67",0,0,0,0,0
3,ФИО_154,Машинное обучение и большие данные,100,"39,41","39,41",,12,"3,57",,,"0,3",0,"0,5","0,5",1,"0,5",0,,0,0,0,0,"0,1",0,0,0,0,0,0,0,0,0,0,,"0,5","0,17",,13,"5,77",,,"0,2","0,2","0,2","0,2","0,2","0,1",2,0,,0,0,0,0,0,0,0,,0,0,"0,5",,0,"0,5",,0,0,0,,0,0,0,1,,"0,5","0,17",,15,"6,28",,,"0,5","0,5","0,5","0,5","0,11",,0,0,0,0,,0,"1,5",1,1,0,,0,0,,0,0,0,0,0,0,0,,"0,5","0,17",,25,"10,95",,,"0,5","0,5",0,,1,1,1,1,0,0,1,0,"0,06",,0,0,0,0,0,0,0,0,0,,1,1,1,"0,5",0,0,"0,5",0,"0,06",,0,,,"0,5","0,33",,20,"9,67",,,"1,5",1,1,0,1,0,0,0,0,0,0,"1,5",1,1,1,"0,5",,0,"0,17",,15,"3,17",,,1,0,"1,5",0,"0,67",0,0,0,0,0
4,ФИО_159,Машинное обучение и большие данные,100,"42,37","42,37",,12,"2,27",,,0,0,"0,5","0,5",0,0,0,,"0,25","0,25",0,0,"0,1",0,0,0,0,0,0,0,0,0,0,,"0,5","0,17",,13,"5,67",,,"0,2","0,2","0,2","0,2","0,2",0,2,0,,0,0,0,0,0,0,0,,0,"0,5","0,5",,0,0,,0,0,0,,1,0,0,0,,"0,5","0,17",,15,"9,05",,,"0,5","0,5",0,"0,5","0,22",,"0,25","0,25","0,25","0,25",,0,"1,5",0,0,0,,1,0,,"0,5","0,5","0,5","0,5","0,5","0,5",0,,"0,5","0,33",,25,"10,22",,,"0,5","0,5","0,22",,1,0,0,0,1,0,1,1,"0,06",,1,0,0,"0,5","0,5","0,5","0,5",0,"0,11",,0,0,0,0,0,0,0,0,0,,1,,,"0,5","0,33",,20,"11,55",,,"1,5",1,1,1,0,0,1,0,0,0,0,"1,5",1,1,1,"0,83",,"0,5","0,22",,15,"3,61",,,1,0,"1,5",0,"1,11",0,0,0,0,0
5,ФИО_222,Машинное обучение и большие данные,100,"43,94","43,94",,12,"2,27",,,0,"0,5","0,5","0,5",0,0,0,,0,0,0,0,"0,1",0,0,0,0,0,0,0,0,0,0,,"0,5","0,17",,13,"3,77",,,"0,2","0,2","0,2","0,2","0,2","0,1",0,0,,0,0,0,0,0,0,0,,0,"0,5","0,5",,0,0,,0,0,0,,1,0,0,0,,"0,5","0,17",,15,"7,05",,,"0,5","0,5","0,5","0,5","0,33",,0,0,0,0,,"0,5","1,5",1,0,1,,0,0,,0,0,0,0,0,0,0,,"0,5","0,22",,25,"13,45",,,"0,5",0,0,,1,0,0,1,1,0,1,1,"0,06",,1,1,1,"0,5",0,0,"0,5",0,0,,1,0,0,"0,5","0,5",0,"0,5","0,5","0,06",,0,,,"0,5","0,33",,20,"10,84",,,"1,5",1,0,0,1,0,0,"1,5",0,0,0,"1,5",1,1,1,"0,67",,"0,5","0,17",,15,"6,56",,,1,1,"1,5","1,5","1,56",0,0,0,0,0
6,ФИО_418,Машинное обучение и большие данные,100,"25,72","25,72",,12,"1,71",,,0,0,"0,5","0,5",0,0,0,,0,0,0,0,"0,1",0,0,0,0,0,0,0,0,0,0,,"0,5","0,11",,13,"2,27",,,"0,2","0,2","0,2","0,2","0,2","0,1",0,0,,0,0,0,0,0,0,0,,0,0,0,,0,0,,"0,5",0,0,,0,0,0,0,,"0,5","0,17",,15,"9,89",,,"0,5","0,5","0,5","0,5","0,22",,0,0,0,0,,0,"1,5",1,1,0,,0,0,,"0,5","0,5","0,5","0,5","0,5","0,5","0,5",,"0,5","0,17",,25,"1,34",,,0,"0,5","0,17",,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,"0,5","0,17",,20,"7,84",,,"1,5",1,0,1,0,0,0,0,0,0,0,0,1,1,1,"0,67",,"0,5","0,17",,15,"2,67",,,1,0,1,0,"0,67",0,0,0,0,0
7,ФИО_441,Машинное обучение и большие данные,100,"15,11","15,11",,12,"1,71",,,0,0,"0,5","0,5",0,0,"0,5",,0,0,0,0,"0,1",0,0,0,0,0,0,0,0,0,0,,0,"0,11",,13,"2,17",,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,,0,0,,"0,5",0,0,,0,0,1,0,,"0,5","0,17",,15,"0,56",,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,,"0,5","0,06",,25,"0,67",,,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,"0,5","0,17",,20,"7,06",,,"1,5",0,0,0,0,0,0,0,0,0,0,"1,5",1,1,1,"0,5",,"0,5","0,06",,15,"2,94",,,1,0,"1,5",0,"0,44",0,0,0,0,0
8,ФИО_538,Машинное обучение и большие данные,100,"45,76","45,76",,12,"2,27",,,0,0,"0,5","0,5",0,0,"0,5",,0,0,0,0,"0,1",0,0,0,0,0,0,0,0,0,0,,"0,5","0,17",,13,"7,01",,,"0,2","0,2","0,2","0,2","0,2","0,1",2,"0,13",,0,0,0,0,0,0,0,,"0,5","0,5","0,5",,0,0,,"0,5",0,0,,0,0,0,1,,"0,5","0,28",,15,"11,8",,,"0,5","0,5",0,"0,5","0,33",,"0,25",0,"0,25","0,25",,"0,5","1,5",1,1,0,,1,1,,"0,5","0,5","0,5","0,5",0,0,"0,5",,"0,5","0,22",,25,"14,29",,,0,"0,5","0,28",,1,1,1,0,0,0,1,0,"0,06",,1,1,1,0,0,"0,5","0,5","0,5","0,06",,1,1,1,0,0,0,"0,5",0,"0,06",,1,,,0,"0,33",,20,"3,83",,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,"0,5","0,33",,15,"6,56",,,1,1,"1,5","1,5","1,56",0,0,0,0,0
9,ФИО_609,Машинное обучение и большие данные,100,"16,68","16,68",,12,"1,77",,,0,0,"0,5","0,5",0,0,0,,0,0,0,0,"0,1",0,0,0,0,0,0,0,0,0,0,,"0,5","0,17",,13,"1,17",,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,,0,0,,"0,5",0,0,,0,0,0,0,,"0,5","0,17",,15,"1,17",,,0,0,0,0,0,,0,0,0,0,,"0,5",0,0,0,0,,0,0,,0,0,0,0,0,0,0,,"0,5","0,17",,25,"2,23",,,0,"0,5","0,06",,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,"0,5","0,17",,20,"6,17",,,"1,5",0,0,0,0,0,0,0,0,0,0,"1,5",1,1,1,"0,17",,0,0,,15,"4,17",,,1,0,1,"1,5","0,67",0,0,0,0,0
10,ФИО_676,Машинное обучение и большие данные,100,"53,32","53,32",,12,"4,88",,,"0,5","0,5","0,5","0,5",0,0,"0,5",,"0,25","0,25",0,0,"0,1",0,0,0,"0,5","0,5",0,0,0,0,0,,"0,5","0,28",,13,"8,38",,,"0,2","0,2","0,2","0,2","0,2","0,1",2,0,,0,0,0,0,0,0,0,,"0,5","0,5","0,5",,0,0,,"0,5","0,5",0,,0,0,1,1,,"0,5","0,28",,15,"12,89",,,"0,5","0,5","0,5","0,5","0,39",,"0,25","0,25","0,25","0,25",,"0,5","1,5",1,1,0,,1,0,,"0,5","0,5","0,5","0,5","0,5","0,5","0,5",,"0,5","0,5",,25,"11,78",,,"0,5","0,5","0,33",,1,1,1,0,1,0,1,0,0,,1,1,1,"0,5","0,5",0,"0,5",0,"0,06",,0,0,0,0,0,0,0,0,0,,0,,,"0,5","0,39",,20,"12,72",,,"1,5",1,1,1,0,1,1,0,0,0,0,"1,5",1,1,1,1,,"0,5","0,22",,15,"2,67",,,1,0,1,0,"0,67",0,0,0,0,0
11,ФИО_678,Машинное обучение и большие данные,100,"39,35","39,35",,12,"2,27",,,"0,5",0,0,0,0,0,"0,5",,"0,25","0,25",0,0,"0,1",0,0,0,0,0,0,0,0,0,0,,"0,5","0,17",,13,"3,29",,,"0,2","0,2","0,2","0,2","0,2","0,1",0,"0,02",,0,0,0,0,0,0,0,,0,0,0,,0,0,,"0,5",0,0,,0,0,1,0,,"0,5","0,17",,15,"5,28",,,"0,5","0,5",0,"0,5","0,22",,0,0,0,0,,0,"1,5",0,0,0,,0,0,,"0,5","0,5",0,0,0,0,"0,5",,"0,5","0,06",,25,"9,67",,,"0,5","0,5","0,11",,0,1,0,0,0,1,0,0,"0,11",,0,1,0,0,"0,5","0,5","0,5",0,"0,11",,0,1,0,0,"0,5","0,5","0,5","0,5","0,17",,0,,,"0,5","0,17",,20,"12,17",,,"1,5",1,1,1,0,0,0,0,0,"1,5",0,"1,5",1,1,1,1,,"0,5","0,17",,15,"6,67",,,1,0,"1,5","1,5","0,67",0,2,0,0,0
12,ФИО_702,Машинное обучение и большие данные,100,"69,26","69,26",,12,"3,63",,,"0,5",0,"0,5","0,5",0,0,"0,5",,"0,25","0,25","0,25",0,"0,1",0,0,0,0,0,0,0,0,0,0,,"0,5","0,28",,13,"9,84",,,"0,2","0,2","0,2","0,2","0,2","0,1",2,"0,02",,0,0,0,0,0,0,0,,0,"0,5","0,5",,0,"0,5",,"0,5",0,0,,1,1,1,1,,"0,5","0,22",,15,"12,86",,,"0,5","0,5","0,5","0,5","0,33",,0,"0,25","0,25","0,25",,0,"1,5",1,1,1,,1,0,,"0,5","0,5","0,5","0,5","0,5","0,5","0,5",,"0,5","0,28",,25,"17,99",,,"0,5","0,5","0,22",,1,1,1,1,1,0,1,0,"0,11",,1,1,1,0,"0,5","0,5","0,5",0,"0,11",,1,1,1,"0,5","0,5",0,"0,5","0,5","0,11",,0,,,"0,5","0,44",,20,"14,83",,,"1,5",1,0,0,1,1,1,"1,5",0,0,"1,5","1,5",1,1,1,1,,"0,5","0,33",,15,"10,11",,,1,1,"1,5","1,5","1,11",0,0,2,0,2
